Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-1,-0.06,-0.35,98.98,26.6,-44.94
-1.06,-0.06,-0.36,104.86,23.87,-46.06
-1.13,-0.05,-0.42,101.01,23.03,-49.56
-1.19,-0.04,-0.46,94.22,23.03,-53.2
-1.21,-0.02,-0.47,89.11,22.68,-56.21
-1.22,0.07,-0.47,81.76,23.03,-58.94
-1.19,0.14,-0.45,72.31,22.47,-61.04
-1.12,0.17,-0.41,66.85,19.46,-63.35
-1.05,0.2,-0.37,62.23,16.17,-66.15
-1,0.22,-0.35,57.89,12.95,-70.14
-0.94,0.22,-0.35,55.58,10.64,-73.57
-0.91,0.18,-0.33,60.48,10.78,-75.81
-0.9,0.14,-0.32,60.41,12.74,-78.89
-0.9,0.15,-0.3,52.99,15.05,-81.13
-0.9,0.03,-0.24,43.82,18.27,-79.1
-0.86,-0.06,-0.24,56.91,17.43,-75.53
-0.8,-0.12,-0.2,77.56,23.31,-70.98
-0.78,-0.08,-0.23,89.53,27.65,-66.15
-0.75,-0.06,-0.2,87.99,29.89,-62.37
-0.74,-0.02,-0.29,70.63,21.84,-62.16
-0.73,0.04,-0.3,56.84,19.04,-62.58
-0.77,0.1,-0.29,50.19,19.67,-60.97
-0.8,0.2,-0.26,44.45,20.79,-59.29
-0.83,0.26,-0.24,38.64,23.17,-57.4
-0.86,0.31,-0.22,31.36,26.11,-55.3
-0.92,0.31,-0.22,27.44,26.95,-49.84
-0.95,0.26,-0.2,26.39,26.11,-44.8
-1,0.23,-0.2,21.91,29.68,-41.86
-1.03,0.17,-0.19,13.93,32.27,-39.27
-1.04,0.09,-0.17,10.22,29.4,-37.87
-1.01,0.01,-0.21,9.66,23.38,-36.68
-0.98,-0.02,-0.26,5.04,20.58,-34.72
-0.93,-0.05,-0.31,-0.84,20.23,-32.48
-0.92,-0.06,-0.32,-3.22,21.35,-31.57
-0.92,-0.06,-0.32,-4.2,22.33,-31.08
-0.94,-0.05,-0.32,-4.62,21.35,-30.31
-0.94,-0.04,-0.31,-4.06,20.58,-29.82
-0.97,-0.04,-0.28,-3.85,20.72,-29.96
-0.96,-0.03,-0.27,-7.14,18.83,-32.13
-0.95,-0.04,-0.28,-12.18,15.89,-34.65
-0.93,-0.06,-0.29,-13.02,9.59,-37.59
-0.93,-0.08,-0.28,-10.22,2.1,-39.34
-0.9,-0.09,-0.27,-4.9,-2.59,-39.69
-0.89,-0.1,-0.28,-2.1,-3.43,-38.78
-0.91,-0.1,-0.32,-1.4,-3.92,-37.52
-0.94,-0.08,-0.36,-1.75,-5.18,-35.49
-0.96,-0.09,-0.36,0.14,-5.04,-34.58
-0.98,-0.12,-0.39,3.15,-3.57,-35.42
-1,-0.19,-0.44,5.74,-2.38,-37.87
-1.02,-0.29,-0.51,9.73,0.42,-38.92
-1.09,-0.31,-0.63,3.78,3.43,-41.09
-1.22,-0.22,-0.71,-17.15,3.78,-46.34
-1.38,-0.12,-0.71,-39.13,-3.22,-52.22
-1.43,-0.16,-0.59,-47.95,-8.61,-48.51
-1.46,-0.27,-0.38,-44.1,-9.17,-40.32
-1.53,-0.37,-0.25,-27.79,-14.84,-30.45
-1.51,-0.43,-0.19,-3.15,-24.22,-20.37
-1.46,-0.39,-0.19,18.83,-33.18,-10.85
-1.43,-0.31,-0.21,28.77,-38.01,-0.84
-1.41,-0.19,-0.21,28.63,-43.89,7.49
-1.39,-0.12,-0.16,24.15,-55.37,16.1
-1.35,-0.08,-0.1,18.9,-61.81,26.39
-1.3,-0.03,-0.09,13.3,-63.98,36.96
-1.28,0.04,-0.1,4.2,-63.98,46.06
-1.29,0.11,-0.17,-3.22,-61.39,54.04
-1.3,0.15,-0.23,-9.24,-59.71,61.67
-1.29,0.17,-0.26,-8.05,-56.07,70.07
-1.26,0.2,-0.26,-1.19,-48.09,80.78
-1.27,0.22,-0.25,3.78,-43.05,88.55
-1.28,0.2,-0.26,3.36,-42.98,95.06
-1.26,0.13,-0.31,7.07,-45.29,100.03
-1.26,0.06,-0.4,9.52,-47.18,100.45
-1.26,0,-0.4,10.43,-56.07,101.64
-1.19,-0.05,-0.45,6.02,-62.37,100.66
-1.17,-0.15,-0.47,-0.84,-59.64,99.82
-1.14,-0.21,-0.47,-13.09,-52.43,98.49
-1.06,-0.31,-0.37,-17.15,-44.1,102.55
-0.97,-0.3,-0.32,-26.39,-43.61,109.62
-0.93,-0.32,-0.26,-30.87,-37.66,121.73
-0.95,-0.31,-0.2,-37.94,-23.73,129.29
-0.98,-0.27,-0.14,-38.57,-6.37,134.26
-0.99,-0.24,-0.1,-34.65,0.42,139.58
-0.99,-0.16,-0.1,-28.21,0.14,142.73
-0.92,-0.1,-0.15,-30.31,1.61,141.82
-0.9,0.01,-0.27,-41.58,4.13,140.35
-0.96,0.16,-0.45,-56.56,-8.68,137.41
-0.98,0.22,-0.48,-60.06,-24.64,133.35
-1.01,0.3,-0.49,-59.22,-51.87,129.71
-0.98,0.35,-0.36,-68.11,-61.67,121.24
-0.94,0.37,-0.3,-85.19,-68.6,110.6
-0.94,0.32,-0.17,-106.05,-71.75,99.68
-0.92,0.24,-0.16,-127.19,-73.15,89.39
-0.87,0.01,-0.21,-139.16,-76.23,82.6
-0.82,-0.13,-0.26,-138.39,-78.54,81.13
-0.76,-0.19,-0.25,-135.87,-79.38,78.89
-0.7,-0.22,-0.24,-131.11,-80.71,74.13
-0.61,-0.25,-0.23,-124.25,-81.13,68.25
-0.59,-0.26,-0.17,-119.56,-84.98,63
-0.5,-0.28,-0.11,-101.57,-73.43,61.11
-0.48,-0.28,-0.05,-90.37,-65.8,59.15
-0.46,-0.27,-0.03,-79.66,-55.93,57.33
-0.43,-0.26,-0.01,-68.04,-48.3,54.11
-0.42,-0.22,0.02,-52.36,-39.69,50.19
-0.41,-0.13,0.05,-43.75,-30.73,44.94
-0.41,-0.04,0.05,-40.74,-22.47,38.08
-0.42,0.04,0.04,-39.13,-16.17,27.93
-0.43,0.13,0.03,-37.24,-10.85,19.95
-0.44,0.16,0.05,-29.89,-5.18,12.18
-0.46,0.17,0.07,-22.75,0,4.97
-0.49,0.21,0.08,-16.66,5.67,-2.17
-0.54,0.22,0.09,-12.11,9.59,-7.28
-0.57,0.19,0.09,-9.59,14.42,-12.46
-0.57,0.14,0.11,-5.53,19.18,-17.78
-0.56,0.11,0.11,-1.12,24.99,-23.45
-0.55,0.08,0.11,4.55,30.87,-29.54
-0.54,0.04,0.11,11.34,37.73,-35.98
-0.54,0,0.12,19.46,45.15,-44.87
-0.55,-0.05,0.23,28.84,55.37,-52.78
-0.79,-0.03,0.59,46.27,47.11,-46.97
-1.07,0.36,0.91,82.18,53.69,-16.8
-1.24,1,0.59,64.75,120.05,13.37
-1.71,1.16,-0.3,14.21,147.14,10.01
-1.99,0.87,-0.52,25.48,112.21,-5.18
-2.13,0.6,-0.42,18.2,45.01,-23.8
-1.68,0.39,-0.05,-0.91,11.62,-43.82
-1.29,0.29,0.08,-26.32,18.69,-65.8
-0.8,-0.03,-0.05,-41.23,33.04,-84.84
-0.54,-0.26,-0.16,-26.53,52.01,-90.86
-0.51,-0.23,-0.37,12.6,54.53,-83.3
-0.61,-0.08,-0.24,47.74,68.74,-66.92
-0.97,0.06,-0.24,67.2,77.7,-50.19
-1.14,0.12,-0.32,64.68,81.27,-41.58
-1.27,0.15,-0.39,51.87,73.43,-41.09
-1.3,0.14,-0.37,45.01,65.66,-46.34
-1.29,0.12,-0.37,48.16,59.71,-51.31
-1.22,0.11,-0.37,61.11,50.47,-51.1
-1.12,0.1,-0.36,80.43,44.73,-48.37
-1.06,0.11,-0.35,91.35,41.09,-45.71
-1.04,0.11,-0.38,98.49,36.12,-43.47
-1,0.11,-0.41,102.62,29.82,-41.51
-0.97,0.1,-0.44,102.97,24.36,-41.37
-0.98,0.07,-0.46,102.83,22.19,-43.26
-1.02,0.06,-0.48,100.94,21.49,-46.48
-1.05,0.09,-0.49,91.49,20.58,-50.89
-1.06,0.1,-0.51,80.36,20.58,-54.11
-1.05,0.15,-0.54,68.11,19.11,-56.91
-1.01,0.19,-0.5,58.24,20.72,-59.71
-1.01,0.18,-0.44,53.2,21.84,-60.97
-1,0.19,-0.35,50.82,22.4,-62.23
-1.01,0.22,-0.28,47.39,20.93,-64.4
-1.03,0.25,-0.22,42.7,19.11,-66.99
-1.03,0.21,-0.17,43.05,19.53,-69.3
-1.05,0.17,-0.18,39.97,17.08,-72.45
-0.98,0,-0.21,44.59,13.65,-71.47
-0.94,-0.06,-0.22,55.79,10.43,-70.84
-0.87,-0.18,-0.27,74.2,16.24,-67.48
-0.81,-0.12,-0.31,92.05,23.1,-63.07
-0.77,-0.14,-0.32,82.18,26.53,-59.78
-0.72,-0.08,-0.19,66.99,27.93,-57.82
-0.72,-0.07,-0.17,54.18,23.31,-36.54
-0.75,-0.1,-0.17,56.63,21.56,-47.25
-0.76,-0.01,-0.16,67.06,24.85,-41.58
-0.82,0.09,-0.2,73.08,23.24,-38.92
-0.86,0.2,-0.2,60.13,22.96,-40.46
-0.9,0.22,-0.23,54.39,23.52,-41.16
-0.95,0.28,-0.26,48.23,22.4,-41.44
-0.98,0.29,-0.29,43.05,21.14,-40.53
-0.98,0.33,-0.33,35.56,21.07,-40.81
-0.98,0.32,-0.34,22.05,23.45,-39.9
-0.97,0.23,-0.32,9.8,25.97,-38.57
-0.96,0.13,-0.29,4.83,28.56,-36.26
-0.96,0.05,-0.26,-3.22,29.19,-35.98
-0.96,-0.05,-0.28,-9.1,29.68,-35.63
-0.96,-0.1,-0.3,-12.95,29.4,-35.7
-0.96,-0.11,-0.29,-12.46,28.84,-35.07
-0.94,-0.11,-0.28,-9.38,28.35,-33.67
-0.95,-0.09,-0.3,-4.41,24.71,-31.29
-0.94,-0.07,-0.33,-1.68,20.23,-30.8
-0.92,-0.04,-0.38,-5.95,17.29,-31.78
-0.92,-0.04,-0.36,-12.67,14.28,-33.67
-0.95,-0.05,-0.3,-18.9,8.75,-36.47
-0.98,-0.06,-0.25,-21.49,1.89,-37.52
-1.01,-0.08,-0.21,-18.62,-0.77,-36.68
-1.01,-0.09,-0.22,-10.43,-2.8,-35.63
-0.96,-0.1,-0.27,-4.76,-4.76,-34.93
-0.88,-0.12,-0.36,-0.84,-4.55,-35
-0.83,-0.13,-0.43,0.42,-3.29,-36.82
-0.8,-0.15,-0.47,-0.77,-2.66,-39.83
-0.8,-0.16,-0.48,-3.57,-0.84,-42.63
-0.84,-0.18,-0.47,-5.18,-0.7,-44.94
-0.89,-0.24,-0.47,-3.08,-0.35,-45.78
-0.92,-0.35,-0.47,2.31,2.17,-45.01
-1.02,-0.37,-0.53,-0.07,4.48,-44.94
-1.1,-0.21,-0.62,-18.9,6.58,-47.6
-1.24,-0.12,-0.67,-37.73,4.06,-48.86
-1.33,-0.12,-0.58,-46.48,-3.08,-45.78
-1.34,-0.26,-0.43,-37.87,-4.62,-38.29
-1.39,-0.38,-0.3,-20.3,-4.06,-29.75
-1.42,-0.41,-0.28,1.96,-5.46,-21.98
-1.48,-0.36,-0.32,21.98,-13.23,-15.05
-1.49,-0.2,-0.34,28.77,-22.68,-9.03
-1.46,-0.1,-0.36,24.85,-30.17,-6.02
-1.45,-0.05,-0.32,15.33,-36.4,-3.99
-1.43,-0.04,-0.25,7.07,-45.78,0.21
-1.37,-0.05,-0.18,4.06,-53.41,8.33
-1.32,-0.07,-0.12,3.29,-59.99,18.76
-1.3,-0.07,-0.12,2.45,-65.1,32.2
-1.3,-0.04,-0.13,-0.42,-68.88,41.79
-1.29,-0.01,-0.15,-2.8,-70,50.61
-1.28,0.01,-0.2,-0.56,-65.52,59.22
-1.25,0.04,-0.28,7.07,-57.61,67.83
-1.21,0.07,-0.36,13.79,-49.98,77.56
-1.2,0.12,-0.37,16.17,-48.93,87.08
-1.18,0.19,-0.3,13.23,-48.58,97.86
-1.16,0.23,-0.28,6.09,-46.48,108.01
-1.2,0.19,-0.3,5.18,-47.95,118.02
-1.21,0.13,-0.36,8.33,-50.47,120.75
-1.23,0.04,-0.4,4.48,-56.42,122.78
-1.21,-0.08,-0.44,-0.98,-59.36,123.55
-1.25,-0.2,-0.44,-6.79,-56.49,123.13
-1.2,-0.29,-0.44,-23.24,-51.1,117.67
-1.16,-0.45,-0.39,-14.28,-45.36,122.85
-1.13,-0.46,-0.42,-14.98,-44.8,127.61
-1.05,-0.48,-0.32,-15.05,-33.95,134.05
-1.1,-0.35,-0.22,-15.61,-21.63,139.65
-1.1,-0.27,-0.08,-15.4,-8.26,145.11
-1.08,-0.17,0.03,-11.2,-3.22,149.17
-1.06,-0.04,-0.01,-20.37,-1.33,150.5
-1,0.03,-0.15,-37.52,-3.15,147.98
-0.99,0.06,-0.39,-52.71,-13.72,142.73
-0.96,0.07,-0.45,-56.56,-25.55,137.34
-0.98,0.16,-0.49,-61.67,-43.82,134.47
-0.99,0.23,-0.41,-64.75,-63.42,130.9
-0.98,0.33,-0.33,-75.74,-74.34,121.24
-0.97,0.32,-0.23,-97.72,-78.4,105.42
-0.96,0.25,-0.19,-113.96,-81.97,93.17
-0.9,0.17,-0.23,-128.45,-86.66,82.74
-0.83,0.08,-0.23,-140.07,-90.79,74.97
-0.75,-0.09,-0.24,-150.78,-96.81,69.51
-0.64,-0.19,-0.22,-153.23,-102.62,63.77
-0.52,-0.3,-0.19,-129.92,-104.37,60.27
-0.51,-0.37,-0.13,-132.58,-101.43,53.62
-0.44,-0.45,-0.13,-117.11,-94.43,48.58
-0.38,-0.5,-0.1,-99.19,-88.13,44.31
-0.29,-0.49,-0.04,-77.35,-78.26,41.51
-0.24,-0.41,0.02,-57.82,-64.05,38.08
-0.25,-0.28,0.06,-44.8,-50.75,34.72
-0.25,-0.1,0.06,-37.59,-36.12,29.68
-0.26,0.01,0.03,-33.6,-24.78,22.82
-0.25,0.08,-0.01,-27.02,-15.47,14.98
-0.28,0.12,0,-17.01,-7.42,6.09
-0.32,0.14,0.02,-8.05,0.63,0.21
-0.37,0.13,0.04,-1.61,10.15,-4.83
-0.4,0.11,0.04,2.73,16.38,-10.15
-0.43,0.1,0.07,7.63,21.84,-15.47
-0.46,0.08,0.1,12.04,28.63,-21.56
-0.49,0.05,0.15,16.8,35.91,-28.7
-0.51,0.05,0.17,22.26,43.33,-37.66
-0.51,0.05,0.21,28.84,71.4,-47.11
-0.55,0.01,0.31,34.37,70.42,-57.61
-0.79,-0.03,0.65,69.3,70.21,-56.63
-0.96,0.36,0.62,69.65,83.02,-40.11
-1.09,0.66,0.1,28.49,128.94,-45.71
-1.42,0.34,-0.14,36.82,147.49,-46.2
-1.76,0.54,-0.57,27.93,131.6,-19.95
-2.29,0.92,-0.58,42.77,68.74,6.65
-2.47,1.35,-0.31,42.56,34.79,-9.38
-1.93,0.91,-0.19,-28,18.48,-41.3
-1.2,0.23,-0.12,-42.7,48.44,-53.41
-0.76,-0.22,-0.25,-32.48,57.19,-61.88
-0.33,-0.55,-0.37,8.33,50.96,-77.49
-0.24,-0.43,-0.32,49.91,70.98,-88.13
-0.81,-0.06,-0.16,62.37,92.05,-69.44
-1.1,0.08,-0.15,63.42,99.47,-52.99
-1.26,0.06,-0.35,57.33,88.41,-45.36
-1.34,0,-0.45,56.98,70.49,-42.77
-1.3,-0.04,-0.35,67.13,61.11,-45.29
-1.29,-0.03,-0.33,80.5,58.03,-47.95
-1.27,-0.01,-0.39,96.53,48.51,-47.11
-1.13,0,-0.45,113.47,32.27,-44.31
-1.02,0.02,-0.51,126,23.1,-40.81
-0.97,0.04,-0.53,126.07,18.55,-39.55
-0.95,0.05,-0.53,119.21,19.67,-40.32
-0.99,0.03,-0.51,110.32,20.72,-43.61
-0.99,0.05,-0.5,101.01,25.34,-48.93
-1.02,0.07,-0.51,90.02,30.1,-53.76
-1.04,0.1,-0.5,79.24,28.35,-58.52
-1.04,0.12,-0.45,72.52,25.76,-63.07
-1.04,0.17,-0.39,66.78,22.4,-68.11
-1.02,0.22,-0.36,56.98,17.92,-72.38
-0.98,0.24,-0.37,49.77,14.35,-76.44
-0.94,0.24,-0.33,39.2,12.25,-78.47
-0.9,0.17,-0.35,43.19,10.5,-78.12
-0.87,0.12,-0.33,48.51,12.53,-77.42
-0.85,0.01,-0.28,61.67,16.8,-76.02
-0.8,-0.09,-0.24,80.99,24.22,-72.8
-0.77,-0.09,-0.24,87.57,30.17,-67.48
-0.77,-0.09,-0.16,81.76,34.16,-62.58
-0.77,-0.11,-0.15,70.63,31.29,-60.13
-0.75,-0.07,-0.15,62.23,26.81,-57.4
-0.79,-0.07,-0.19,60.83,24.36,-54.18
-0.82,0.02,-0.23,55.58,21.07,-51.73
-0.84,0.05,-0.24,59.71,22.54,-49.14
-0.88,0.15,-0.27,56.35,21.63,-48.09
-0.9,0.23,-0.26,46.2,23.45,-48.65
-0.95,0.23,-0.28,42.84,24.99,-47.11
-1,0.26,-0.28,40.46,23.03,-44.8
-1.03,0.25,-0.27,26.25,26.46,-45.15
-1.03,0.15,-0.27,21.56,32.76,-43.54
-1.02,0.08,-0.25,21.35,33.95,-37.31
-0.98,-0.02,-0.26,18.62,30.87,-31.71
-0.94,-0.05,-0.32,12.6,27.51,-28.49
-0.92,-0.07,-0.36,3.15,28.98,-27.23
-0.94,-0.08,-0.33,-2.8,30.24,-26.18
-0.96,-0.07,-0.29,-1.33,30.8,-23.38
-0.98,-0.02,-0.27,1.33,27.72,-20.02
-1.01,-0.03,-0.25,3.71,19.25,-17.99
-1.01,-0.05,-0.29,8.12,13.79,-15.4
-0.98,-0.06,-0.33,7.35,10.22,-14.14
-0.94,-0.06,-0.38,1.61,8.33,-15.33
-0.91,-0.09,-0.38,-4.83,4.48,-17.57
-0.9,-0.12,-0.33,-5.88,-3.36,-19.6
-0.86,-0.15,-0.32,-1.82,-7.91,-21.28
-0.83,-0.16,-0.31,0.14,-7.14,-23.1
-0.81,-0.18,-0.34,2.87,-5.95,-25.41
-0.8,-0.18,-0.37,6.16,-3.99,-27.37
-0.81,-0.19,-0.41,8.12,-1.68,-29.26
-0.83,-0.2,-0.45,8.68,0.63,-32.97
-0.86,-0.22,-0.47,8.05,1.54,-37.03
-0.89,-0.23,-0.47,7.77,1.47,-41.09
-0.91,-0.23,-0.47,6.16,1.68,-44.59
-0.94,-0.22,-0.46,3.85,1.82,-47.46
-0.98,-0.24,-0.47,2.94,1.61,-48.44
-1,-0.4,-0.54,12.32,3.99,-45.71
-1.09,-0.44,-0.62,11.69,6.86,-46.06
-1.21,-0.28,-0.66,-23.31,9.31,-51.03
-1.37,-0.1,-0.67,-49.35,4.76,-55.86
-1.39,-0.11,-0.54,-50.19,-3.15,-49.98
-1.36,-0.29,-0.36,-34.51,-3.71,-32.62
-1.43,-0.35,-0.3,-12.81,-4.41,-19.95
-1.46,-0.37,-0.3,15.33,-14.35,-8.19
-1.44,-0.28,-0.28,39.2,-22.68,2.59
-1.4,-0.16,-0.34,44.38,-26.74,9.1
-1.41,-0.07,-0.37,34.79,-33.74,12.18
-1.38,-0.04,-0.27,27.37,-43.4,18.62
-1.31,-0.07,-0.16,24.29,-52.64,30.45
-1.23,-0.1,-0.1,24.57,-60.06,41.65
-1.16,-0.13,-0.09,24.5,-64.26,52.08
-1.15,-0.11,-0.08,19.88,-65.59,60.69
-1.17,-0.09,-0.1,10.01,-66.15,68.11
-1.18,-0.08,-0.17,7,-61.39,77.63
-1.2,-0.06,-0.24,7.42,-48.09,84.42
-1.24,-0.04,-0.3,7.98,-39.9,89.11
-1.28,-0.03,-0.31,12.25,-37.24,93.8
-1.28,-0.03,-0.33,16.8,-34.72,97.02
-1.24,0.01,-0.31,20.79,-32.76,97.02
-1.18,0.07,-0.27,20.93,-36.05,96.67
-1.09,0.07,-0.29,17.22,-38.64,96.18
-1.01,-0.02,-0.35,13.51,-42.56,95.48
-0.97,-0.09,-0.4,3.01,-46.97,93.73
-0.92,-0.21,-0.43,-7.07,-41.65,90.02
-0.87,-0.3,-0.47,-22.19,-32.2,84.84
-0.88,-0.48,-0.39,-19.88,-23.87,84.28
-0.85,-0.47,-0.35,-6.44,-25.06,89.18
-0.78,-0.39,-0.33,-1.26,-20.23,95.34
-0.77,-0.32,-0.21,-1.19,-9.94,99.4
-0.81,-0.25,-0.08,-7.07,-3.08,101.64
-0.82,-0.24,-0.01,-9.59,1.96,103.88
-0.83,-0.18,0,-20.09,4.62,105.35
-0.8,-0.22,0.01,-26.81,8.19,106.4
-0.76,-0.16,-0.15,-28.49,6.09,104.65
-0.73,-0.08,-0.35,-43.68,-3.78,96.39
-0.7,-0.06,-0.39,-45.5,-16.94,88.41
-0.74,0,-0.37,-40.81,-33.53,82.74
-0.76,0.04,-0.25,-33.18,-44.94,78.89
-0.78,0.04,-0.16,-32.06,-48.3,74.69
-0.77,-0.02,-0.08,-38.85,-47.39,68.46
-0.75,-0.07,-0.09,-50.82,-46.69,61.53
-0.71,-0.12,-0.11,-56,-45.71,54.95
-0.69,-0.19,-0.14,-56,-45.43,50.61
-0.66,-0.24,-0.15,-52.64,-43.19,47.18
-0.64,-0.26,-0.16,-46.62,-42.14,43.26
-0.64,-0.28,-0.15,-39.13,-41.23,37.45
-0.63,-0.29,-0.14,-31.99,-37.59,32.27
-0.64,-0.32,-0.12,-26.46,-34.02,25.27
-0.59,-0.36,-0.16,-13.23,-28,21.7
-0.58,-0.38,-0.15,0.14,-20.37,17.22
-0.56,-0.36,-0.12,11.76,-13.23,12.39
-0.53,-0.31,-0.1,20.16,-6.37,5.18
-0.51,-0.26,-0.1,27.72,0.7,-4.2
-0.51,-0.22,-0.11,33.74,7.77,-11.13
-0.52,-0.21,-0.13,41.09,15.75,-16.66
-0.55,-0.21,-0.15,47.67,21.21,-21.21
-0.58,-0.2,-0.16,53.69,24.85,-25.9
-0.62,-0.19,-0.18,59.29,26.88,-28.63
-0.66,-0.18,-0.19,64.4,27.93,-32.06
-0.73,-0.15,-0.19,69.3,27.79,-34.02
-0.77,-0.11,-0.18,76.23,27.72,-35
-0.8,-0.04,-0.18,80.5,29.54,-33.74
-0.84,0.01,-0.19,83.79,32.13,-34.58
-0.88,0.05,-0.21,85.68,34.58,-37.52
-0.89,0.11,-0.22,87.78,37.03,-39.2
-0.91,0.16,-0.23,88.27,40.04,-38.99
-0.88,0.23,-0.23,88.97,44.03,-38.71
-0.89,0.25,-0.25,91.84,47.6,-36.19
-0.9,0.31,-0.27,90.44,52.01,-34.23
-0.93,0.39,-0.33,86.52,57.4,-31.85
-0.99,0.48,-0.36,75.53,61.32,-24.01
-1.07,0.57,-0.37,65.17,69.23,-16.17
-1.22,0.67,-0.33,54.81,73.99,-2.38
-1.39,0.78,-0.25,53.06,71.54,8.26
-1.58,0.72,-0.16,57.82,58.31,12.04
-1.72,0.64,-0.06,62.09,29.05,2.66
-1.75,0.53,0,67.34,3.01,-10.22
-1.65,0.59,0.23,57.96,-8.82,-24.15
-1.64,0.66,0.39,54.11,-6.09,-28.21
-1.56,0.61,0.4,49.63,-2.87,-28.98
-1.53,0.38,0.08,35.42,-6.09,-40.32
-1.47,0.09,-0.2,31.99,-7.63,-47.32
-1.32,-0.02,-0.32,29.12,-6.44,-40.81
-1.35,0,-0.38,28.14,2.1,-13.3
-1.5,-0.07,-0.34,26.04,-2.73,18.97
-1.33,-0.14,-0.23,18.41,-7,32.41
-1.25,-0.14,-0.29,13.51,2.45,33.95
-0.95,0.02,-0.4,6.51,23.03,36.26
-0.68,-0.08,-0.5,35.14,37.94,34.51
-0.41,-0.19,-0.54,77.56,17.29,32.76
-0.21,-0.23,-0.56,102.62,2.1,31.29
-0.04,-0.3,-0.46,100.1,7.28,25.48
-0.12,-0.36,-0.35,82.25,29.33,10.99
-0.38,-0.42,-0.37,74.27,46.62,-0.35
-0.62,-0.39,-0.45,74.2,54.18,-6.58
-0.85,-0.33,-0.53,71.82,47.95,-9.24
-1.02,-0.25,-0.56,66.36,35.63,-10.99
-1.11,-0.21,-0.58,59.85,26.46,-11.69
-1.14,-0.15,-0.55,54.46,20.51,-10.36
-1.12,-0.12,-0.52,51.38,19.46,-6.79
-1.05,-0.1,-0.46,52.5,23.66,-2.38
-0.99,-0.06,-0.4,52.92,25.48,-0.84
-0.92,-0.06,-0.4,50.12,25.06,-0.35
-0.85,-0.09,-0.42,47.25,24.08,1.89
-0.8,-0.15,-0.44,50.33,24.01,5.53
-0.81,-0.21,-0.47,56.14,23.73,10.43
-0.8,-0.24,-0.48,65.66,22.75,17.15
-0.81,-0.29,-0.47,79.45,21.91,26.18
-0.83,-0.31,-0.47,93.31,19.25,33.04
-0.84,-0.33,-0.44,108.99,19.18,38.78
-0.85,-0.33,-0.45,120.96,18.76,43.82
-0.88,-0.32,-0.49,133.63,20.3,45.78
-0.87,-0.3,-0.51,141.26,24.08,46.97
-0.84,-0.28,-0.5,142.45,28.28,46.69
-0.83,-0.24,-0.5,135.94,31.43,44.03
-0.83,-0.21,-0.51,128.52,33.32,42.7
-0.82,-0.19,-0.5,120.47,37.38,41.86
-0.84,-0.16,-0.5,112.28,40.11,40.67
-0.83,-0.11,-0.53,102.48,36.96,38.08
-0.82,-0.07,-0.54,102.48,31.99,36.68
-0.83,-0.04,-0.53,105.35,29.26,39.06
-0.84,-0.02,-0.53,108.5,27.16,43.12
-0.84,-0.01,-0.55,111.16,25.55,46.41
-0.87,-0.01,-0.54,115.29,25.97,49.7
-0.87,-0.03,-0.54,121.73,25.2,52.64
-0.87,-0.03,-0.54,126,24.64,54.67
-0.88,-0.08,-0.6,132.86,23.38,56.63
-0.88,-0.11,-0.57,141.61,26.18,57.33
-0.9,-0.16,-0.57,147.84,27.51,55.58
-0.9,-0.16,-0.56,148.75,27.23,52.08
-0.88,-0.18,-0.55,145.32,26.67,48.02
-0.85,-0.15,-0.52,142.87,27.09,44.73
-0.83,-0.1,-0.52,135.94,26.74,43.26
-0.89,0.02,-0.48,131.18,28.84,39.9
-0.86,-0.07,-0.44,120.19,24.64,34.37
-0.93,-0.04,-0.5,114.17,21.14,28.35
-0.91,-0.04,-0.49,111.02,17.78,23.66
-0.93,-0.04,-0.5,107.94,16.17,19.32
-0.91,-0.06,-0.51,109.76,15.89,16.1
-0.92,-0.05,-0.5,109.55,15.12,13.72
-0.91,-0.09,-0.47,111.3,16.24,12.74
-0.89,-0.12,-0.43,111.02,15.75,11.34
-0.89,-0.13,-0.4,108.29,13.51,9.31
-0.89,-0.14,-0.38,104.3,11.55,7.35
-0.89,-0.14,-0.37,97.44,9.38,5.95
-0.88,-0.14,-0.39,91.49,10.01,4.69
-0.85,-0.14,-0.42,89.67,11.13,4.34
-0.81,-0.14,-0.42,91,11.97,4.27
-0.79,-0.13,-0.41,93.94,11.55,4.62
-0.77,-0.13,-0.43,95.9,10.99,5.11
-0.78,-0.14,-0.46,96.11,10.78,4.48
-0.82,-0.16,-0.48,96.11,10.01,3.15
-0.85,-0.19,-0.5,96.53,8.12,1.68
-0.88,-0.22,-0.51,96.88,7.63,-0.56
-0.88,-0.23,-0.5,95.06,7.98,-1.75
-0.86,-0.22,-0.5,91.77,9.31,-3.15
-0.83,-0.2,-0.49,90.44,10.15,-3.64
-0.82,-0.18,-0.48,90.02,10.01,-4.2
-0.82,-0.16,-0.48,90.79,8.82,-5.25
-0.83,-0.14,-0.49,92.26,6.3,-6.37
-0.86,-0.13,-0.49,93.03,4.2,-7.63
-0.89,-0.12,-0.5,94.01,2.03,-9.1
-0.92,-0.11,-0.5,94.57,0.14,-10.92
-0.93,-0.1,-0.49,94.29,0.14,-12.18
-0.93,-0.11,-0.46,93.31,2.24,-14
-0.9,-0.11,-0.38,91.21,7.35,-15.19
-0.9,-0.16,-0.4,93.24,9.66,-14.56
